,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,
2017-08-23-12-10-31,39.8247,215.0561,132.8765,130.6706,146.5349,204.7032,337.1969,454.9771,408.4957,197.7402,127.5208,64.9860,115.0067,65.2647,27.8487,
2017-08-23-12-13-13,39.9837,215.3480,132.9637,130.9153,146.5500,205.2432,336.8667,455.1966,408.2557,197.8706,128.1109,65.2303,115.3278,65.7686,27.6913,
2017-08-23-12-19-47,40.3114,214.4853,133.3955,129.4734,145.0068,204.1217,336.8799,452.4482,407.6653,198.2408,127.5929,64.8371,115.4171,67.0702,26.6531,
2017-08-23-12-32-31,39.9416,212.6033,132.9675,129.1413,144.1027,202.4091,333.1332,449.0091,406.5910,197.0658,127.4904,64.9898,116.0308,67.1809,26.4900,
2017-08-23-12-35-04,39.9378,212.7465,132.5883,129.2438,143.9117,202.4147,334.4597,448.8234,406.4429,197.6155,127.2342,64.9917,116.0327,67.2668,26.3825,
2017-08-23-16-36-42,37.7034,213.7073,128.5284,121.6682,136.6411,206.7478,342.4410,448.8459,401.8360,199.4327,129.6290,64.7607,117.3891,63.8004,27.5052,
2017-08-23-16-40-54,37.3373,214.4118,126.9685,122.3081,136.9459,206.6251,344.6050,448.3656,400.1389,199.0228,129.9307,65.0356,117.8773,64.2720,25.9563,
2017-09-23-15-57-13,3195.5972,5030.3271,6747.7192,7567.2334,7156.5459,6664.1362,5886.6294,4431.1968,3305.9539,3293.4897,1840.8895,1291.2725,1193.5215,993.4976,848.3434,
2017-09-23-16-00-05,3181.7659,4996.7930,6711.0459,7527.6855,7118.8696,6622.0820,5852.7983,4408.0361,3295.8057,3275.6709,1836.1619,1287.2078,1191.4883,992.6586,847.7523,
2017-09-23-16-16-09,3129.0371,4933.7363,6610.4160,7426.7695,7020.2617,6529.2012,5777.9678,4355.1001,3258.9365,3242.6919,1824.6028,1281.0786,1185.1504,989.5109,846.5270,
2017-09-26-13-36-16,244.4519,402.2873,498.0893,526.0343,475.3475,392.5617,315.4137,221.8059,149.2202,154.6168,53.0452,26.4100,33.7225,20.7616,12.2717,
